,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_New
215,FDE10,6.67,Regular,0.150554711,130.0626,OUT010,1998,Medium,Tier 3,Grocery Store,131.1626,non
216,FDR44,6.11,Regular,0.05877842900000001,131.2968,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936,perishable
217,FDP28,13.65,Regular,0.13497562800000001,260.0936,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936,non
218,FDX15,17.2,Low Fat,0.15616879,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,perishable
219,FDA39,6.32,Low Fat,0.04975339,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838,perishable
220,FDY24,4.88,Regular,0.133700752,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,non
221,FDC60,5.425,Regular,0.115119905,88.3514,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8224,non
222,FDH28,15.85,Regular,0.11003099699999999,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,non
223,FDT25,7.5,Low Fat,0.051038045,121.7072,OUT017,2007,Medium,Tier 2,Supermarket Type1,3552.7088,non
224,DRJ13,12.65,Low Fat,0.062837968,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,non
225,NCO07,13.853284671532842,Non-Edible,0.017116983,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.05599999999998,Others
226,FDW20,20.75,Low Fat,0.024129332000000003,124.17299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,perishable
227,DRF27,13.42606890459367,Low Fat,0.049754975,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134,perishable
228,FDS49,9.0,Low Fat,0.053433574500000004,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,non
229,FDX25,12.305705009276451,Low Fat,0.101561568,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964,non
230,NCX42,13.384736495388726,Non-Edible,0.0059496440000000005,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254,Others
231,FDG33,12.5528431372549,Regular,0.13956116,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,perishable
232,FDL56,14.1,Low Fat,0.126035694,86.4198,OUT045,2002,Medium,Tier 2,Supermarket Type1,1133.8574,perishable
233,FDF14,7.55,Low Fat,0.027164679,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,non
234,NCD06,13.0,Non-Edible,0.099325278,45.406000000000006,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,Others
235,DRM47,11.400327868852452,Low Fat,0.04357366,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152,non
236,FDS46,12.987879554655919,Regular,0.082741482,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,non
237,FDB35,12.3,Regular,0.064565202,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,perishable
238,FDX21,12.987879554655919,Low Fat,0.08455456900000001,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328,non
239,NCU05,13.142313953488392,Non-Edible,0.058451805,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854,Others
240,NCR38,17.25,Non-Edible,0.113748685,251.3724,OUT045,2002,Medium,Tier 2,Supermarket Type1,6795.1548,Others
241,NCR18,15.85,Non-Edible,0.020603511,42.7112,OUT017,2007,Medium,Tier 2,Supermarket Type1,639.168,Others
242,NCU41,18.85,Non-Edible,0.052044976,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,Others
243,FDY56,16.35,Regular,0.06276442900000001,227.6062,OUT017,2007,Medium,Tier 2,Supermarket Type1,7222.5984,perishable
244,DRJ51,14.1,Low Fat,0.08797726199999999,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,perishable
245,FDK21,7.905,Low Fat,0.010010425,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,non
246,FDY25,12.0,Low Fat,0.033946163,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,non
247,FDU44,12.15,Regular,0.058414678,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,perishable
248,FDL43,10.1,Low Fat,0.027106459,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,perishable
249,FDF05,17.5,Low Fat,0.027022882999999998,262.491,OUT017,2007,Medium,Tier 2,Supermarket Type1,5259.82,non
250,DRF15,13.42606890459367,Low Fat,0.058153409,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268,perishable
251,FDL20,17.1,Low Fat,0.128937661,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,perishable
252,FDV32,7.785,Low Fat,0.088846306,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,perishable
253,FDJ34,11.8,Regular,0.09357779,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,non
254,FDG08,13.15,Regular,0.165694678,171.8764,OUT045,2002,Medium,Tier 2,Supermarket Type1,3779.0808,perishable
255,FDQ04,12.867061281337076,Low Fat,0.148392623,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,non
256,FDW13,8.5,Low Fat,0.098438394,51.1324,OUT017,2007,Medium,Tier 2,Supermarket Type1,259.66200000000003,non
257,NCI17,8.645,Non-Edible,0.143303291,96.34100000000001,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,Others
258,FDY03,17.6,Regular,0.076276208,110.9202,OUT045,2002,Medium,Tier 2,Supermarket Type1,1687.8029999999999,perishable
259,FDS12,9.1,Low Fat,0.175103435,127.5362,OUT017,2007,Medium,Tier 2,Supermarket Type1,4655.9394,non
260,FDJ55,12.8,Regular,0.023511371,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,perishable
261,DRK01,7.63,Low Fat,0.06105276,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,non
262,FDG28,9.285,Regular,0.049559042000000005,246.4144,OUT017,2007,Medium,Tier 2,Supermarket Type1,1225.072,non
263,FDY38,13.6,Regular,0.119418124,231.03,OUT045,2002,Medium,Tier 2,Supermarket Type1,5359.69,perishable
264,FDN01,8.895,Low Fat,0.072545601,176.237,OUT045,2002,Medium,Tier 2,Supermarket Type1,1764.37,perishable
265,NCR54,16.35,Non-Edible,0.090486828,195.21099999999998,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,Others
266,FDG29,17.6,Low Fat,0.056245075,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,non
267,FDG24,7.975,Low Fat,0.014618973,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,non
268,FDG59,15.85,Low Fat,0.04347912599999999,36.7164,OUT017,2007,Medium,Tier 2,Supermarket Type1,308.9312,perishable
269,FDM28,15.7,Low Fat,0.045166237000000005,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,non
270,FDW04,8.985,Regular,0.057827101,128.83100000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,non
271,FDS26,20.35,Low Fat,0.089394766,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,perishable
272,FDQ56,6.59,Low Fat,0.10550944,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,perishable
273,FDK51,19.85,Low Fat,0.005234153,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,perishable
274,FDL22,16.85,Low Fat,0.036390174,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,non
275,FDH19,12.81734421364986,Low Fat,0.03292824,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996,perishable
276,FDY55,16.75,Low Fat,0.081252534,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,perishable
277,FDY03,17.6,Regular,0.076552407,110.5202,OUT017,2007,Medium,Tier 2,Supermarket Type1,450.0808,perishable
278,FDK21,7.905,Low Fat,0.016758568999999997,250.4408,OUT010,1998,Medium,Tier 3,Grocery Store,500.6816,non
279,FDZ10,12.987879554655919,Low Fat,0.044248175,126.20200000000001,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558,non
280,FDZ32,7.785,Regular,0.038288087,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,perishable
281,NCZ18,7.825,Non-Edible,0.186032678,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,Others
282,NCF07,13.384736495388726,Non-Edible,0.031867464,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336,Others
283,DRE49,20.75,Low Fat,0.021370201000000002,153.0024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277.036,non
284,FDJ08,13.224769381746881,Low Fat,0.193772568,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538,perishable
285,FDT39,6.26,Regular,0.009866049,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,perishable
286,FDE08,18.2,Low Fat,0.082551042,147.3734,OUT010,1998,Medium,Tier 3,Grocery Store,296.9468,perishable
287,NCD06,13.0,Non-Edible,0.099729888,46.306000000000004,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.2719999999999,Others
288,FDB57,20.25,Regular,0.018801549,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,perishable
289,NCT54,8.695,Non-Edible,0.11972145099999999,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,Others
290,DRF49,7.27,Low Fat,0.071222087,113.5518,OUT045,2002,Medium,Tier 2,Supermarket Type1,569.259,non
291,FDM25,12.768202247191002,Regular,0.060371962,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664,perishable
292,FDF20,12.85,Low Fat,0.033287541000000004,198.4768,OUT045,2002,Medium,Tier 2,Supermarket Type1,1379.5376,perishable
293,FDH27,7.075,Low Fat,0.05858462,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,perishable
294,FDV60,12.277108208955255,Regular,0.11679292,196.21099999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508000000001,non
295,FDY59,8.195,Low Fat,0.031452265,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,non
296,FDK36,7.09,Low Fat,0.00721395,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,non
297,NCM31,6.095,Non-Edible,0.081196619,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,Others
298,FDE33,19.35,Regular,0.049916364000000005,80.2644,OUT017,2007,Medium,Tier 2,Supermarket Type1,942.7728,perishable
299,FDU36,6.15,Low Fat,0.04627095,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,non
300,FDV13,12.305705009276451,Regular,0.02747716,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672,non
301,FDV20,13.224769381746881,Regular,0.10470453699999999,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,perishable
302,NCQ54,17.7,Non-Edible,0.012540003000000001,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659000000001,Others
303,FDO23,17.85,Low Fat,0.147023834,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,perishable
304,DRE60,9.395,Low Fat,0.15965759599999998,224.972,OUT045,2002,Medium,Tier 2,Supermarket Type1,7696.648,non
305,DRP47,15.75,Low Fat,0.141398626,250.5382,OUT017,2007,Medium,Tier 2,Supermarket Type1,2775.7202,non
306,FDB21,7.475,Low Fat,0.148821808,241.2854,OUT045,2002,Medium,Tier 2,Supermarket Type1,5317.0788,perishable
307,FDR04,7.075,Low Fat,0.063079544,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612,non
308,FDX23,6.445,Low Fat,0.029691762000000003,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796,non
309,FDX19,19.1,Low Fat,0.09671552300000001,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,perishable
310,FDD40,20.25,Regular,0.014790558999999998,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,perishable
311,FDA01,15.0,Regular,0.054378253,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136,non
312,FDS33,6.67,Regular,0.123428594,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878,non
313,FDM50,12.305705009276451,Regular,0.029943462999999997,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,non
314,FDB29,16.7,Regular,0.052368060999999994,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232,non
315,FDF46,7.07,Low Fat,0.09386114400000001,115.5834,OUT045,2002,Medium,Tier 2,Supermarket Type1,1267.0174,non
316,FDA33,6.48,Low Fat,0.033968647000000005,148.0076,OUT045,2002,Medium,Tier 2,Supermarket Type1,886.8456,non
317,FDC08,19.0,Regular,0.173154079,228.27200000000002,OUT010,1998,Medium,Tier 3,Grocery Store,452.744,perishable
318,FDB53,13.35,Low Fat,0.139735226,147.5392,OUT045,2002,Medium,Tier 2,Supermarket Type1,3877.6192,non
319,FDY31,13.224769381746881,Low Fat,0.043351895999999994,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254,perishable
320,DRQ35,11.400327868852452,Low Fat,0.042086652,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072,non
321,FDX36,9.695,Regular,0.12848269,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888,non
322,DRD13,15.0,Low Fat,0.049357077,62.6168,OUT017,2007,Medium,Tier 2,Supermarket Type1,958.752,non
323,FDC52,11.15,Regular,0.008326735,149.9708,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.1204,perishable
324,FDB45,20.85,Low Fat,0.021362955,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038,perishable
325,NCK19,9.8,Non-Edible,0.151420934,194.3478,OUT010,1998,Medium,Tier 3,Grocery Store,387.4956,Others
326,FDV51,16.35,Low Fat,0.032511818,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052,perishable
327,FDZ35,9.6,Regular,0.022323658,101.29899999999999,OUT045,2002,Medium,Tier 2,Supermarket Type1,1754.3829999999998,perishable
328,NCW17,13.142313953488392,Non-Edible,0.019292355,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844,Others
329,FDV59,13.35,Low Fat,0.048124442999999996,216.7166,OUT045,2002,Medium,Tier 2,Supermarket Type1,3918.8988,perishable
330,DRH39,20.7,Low Fat,0.09261307,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,perishable
331,FDN60,12.277108208955255,Low Fat,0.094697274,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308,non
332,FDU55,16.2,Low Fat,0.035984103999999996,260.6278,OUT045,2002,Medium,Tier 2,Supermarket Type1,4425.5726,perishable
333,FDN58,12.987879554655919,Regular,0.056596985,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936,non
334,FDC41,12.867061281337076,Low Fat,0.2047,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701,non
335,FDO01,12.768202247191002,Regular,0.020618324,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904,perishable
336,NCO43,5.5,Non-Edible,0.04709821,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528,Others
337,FDQ07,15.1,Regular,0.087584126,221.7456,OUT045,2002,Medium,Tier 2,Supermarket Type1,6410.3224,perishable
338,FDF28,15.7,Regular,0.038078899,122.9046,OUT017,2007,Medium,Tier 2,Supermarket Type1,1992.0736,non
339,FDM01,7.895,Regular,0.095102092,104.4332,OUT017,2007,Medium,Tier 2,Supermarket Type1,2870.9296,perishable
340,FDY49,12.305705009276451,Regular,0.011953901999999999,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128,non
341,FDR24,17.35,Regular,0.062799379,88.18299999999999,OUT013,1987,High,Tier 3,Supermarket Type1,539.298,non
342,NCY18,7.285,Non-Edible,0.031125708999999998,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635,Others
343,NCY30,20.25,Non-Edible,0.026005891,180.9976,OUT045,2002,Medium,Tier 2,Supermarket Type1,2716.4640000000004,Others
344,FDJ22,12.987879554655919,Low Fat,0.09246392,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,383.5008,non
345,DRI37,15.85,Low Fat,0.107765165,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,non
346,FDL27,6.17,Low Fat,0.010647476999999999,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.4779999999998,perishable
347,NCO30,19.5,Non-Edible,0.015749341,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944,Others
348,NCB07,19.2,Non-Edible,0.077628053,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.5759999999996,Others
349,FDX25,16.7,Low Fat,0.053433574500000004,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0088,non
350,FDP59,20.85,Regular,0.056695731,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,perishable
351,FDR59,14.5,Regular,0.063993068,260.4594,OUT045,2002,Medium,Tier 2,Supermarket Type1,5494.8474,perishable
352,FDT27,11.395,Regular,0.06952926200000001,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016,perishable
353,DRI01,7.97,Low Fat,0.034452949,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,non
354,FDU09,7.71,Regular,0.06670068,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988,non
355,FDH26,19.25,Regular,0.034699737,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384,non
356,FDH27,7.075,Low Fat,0.058346939,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816,perishable
357,FDN39,12.81734421364986,Regular,0.065203103,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448,perishable
358,FDH40,11.6,Regular,0.07892957099999999,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864,non
359,FDJ56,13.224769381746881,Low Fat,0.18251488100000002,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49,perishable
360,DRN47,12.1,Low Fat,0.016895293000000002,178.56599999999997,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83,non
361,NCO17,10.0,Non-Edible,0.073379745,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.4120000000003,Others
362,FDX60,14.35,Low Fat,0.08075758,81.896,OUT045,2002,Medium,Tier 2,Supermarket Type1,878.8560000000001,non
363,FDT22,10.395,Low Fat,0.11227149800000001,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.1419999999999,non
364,FDX26,13.42606890459367,Low Fat,0.153741385,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,182.4292,perishable
365,FDG45,8.1,Low Fat,0.127929521,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,3610.6334,perishable
366,FDD44,8.05,Regular,0.07838564,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292,perishable
367,FDS15,9.195,Regular,0.078502143,108.7596,OUT017,2007,Medium,Tier 2,Supermarket Type1,2588.6304,perishable
368,FDL51,20.7,Regular,0.047684831,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.3256,perishable
369,FDL32,15.7,Regular,0.12315965599999999,110.1544,OUT017,2007,Medium,Tier 2,Supermarket Type1,1230.3984,perishable
370,FDZ07,13.224769381746881,Regular,0.05877842900000001,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432,perishable
371,NCW53,13.142313953488392,Non-Edible,0.053392944000000005,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,384.8324,Others
372,NCA54,16.5,Non-Edible,0.036715907,180.0318,OUT045,2002,Medium,Tier 2,Supermarket Type1,3969.4996,Others
373,FDX09,9.0,Low Fat,0.065236932,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228,non
374,FDO51,6.785,Regular,0.041947547,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128,perishable
375,FDW49,19.5,Low Fat,0.08288849599999999,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7014,non
376,FDB27,7.575,Low Fat,0.055390120999999994,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.2272,perishable
377,FDF45,18.2,Regular,0.012194556,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76,perishable
378,FDV02,16.75,Low Fat,0.060495243,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014,perishable
379,FDY28,7.47,Regular,0.063079544,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436,non
380,FDX31,13.224769381746881,Regular,0.014753811,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0034,perishable
381,FDR43,13.224769381746881,Low Fat,0.160707489,38.019,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.2839999999999,perishable
382,FDP51,13.85,Regular,0.085622362,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356,perishable
383,FDL52,6.635,Regular,0.046350909,37.4506,OUT017,2007,Medium,Tier 2,Supermarket Type1,1176.4686,non
384,FDR44,6.11,Regular,0.102920886,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136,perishable
385,FDB34,15.25,Low Fat,0.026604781,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386,non
386,FDC50,15.85,Low Fat,0.053433574500000004,96.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1237.7222,non
387,FDT57,15.2,Low Fat,0.031860325,235.1248,OUT010,1998,Medium,Tier 3,Grocery Store,474.0496,non
388,FDP22,12.987879554655919,Regular,0.057583738,52.6666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324,non
389,DRE49,20.75,Low Fat,0.021250002,150.5024,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408,non
390,FDM40,10.195,Low Fat,0.159936948,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2552.6772,non
391,FDY32,7.605,Low Fat,0.12950314599999999,164.021,OUT045,2002,Medium,Tier 2,Supermarket Type1,3914.9040000000005,perishable
392,FDW07,18.0,Regular,0.142688846,88.5514,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626,perishable
393,FDU02,13.42606890459367,Low Fat,0.179484411,228.9352,OUT019,1985,Small,Tier 1,Grocery Store,916.1408,perishable
394,NCF18,18.35,Non-Edible,0.08916305599999999,191.3504,OUT045,2002,Medium,Tier 2,Supermarket Type1,3259.7568,Others
395,FDQ56,6.59,Low Fat,0.105761491,84.8908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.816,perishable
396,FDN58,13.8,Regular,0.056960814000000005,230.0984,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1744,non
397,FDG35,21.2,Regular,0.00704098,173.5738,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.1546,perishable
398,FDY34,10.5,Regular,0.011026593999999999,166.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.5472,non
399,NCE19,8.97,Non-Edible,0.093203257,52.7956,OUT045,2002,Medium,Tier 2,Supermarket Type1,1037.3164,Others
400,NCK31,13.853284671532842,Non-Edible,0.026916793999999997,50.9666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324,Others
401,NCJ29,10.6,Non-Edible,0.035264298,86.1224,OUT045,2002,Medium,Tier 2,Supermarket Type1,426.11199999999997,Others
402,FDT59,13.65,Low Fat,0.015908423999999997,231.1668,OUT035,2004,Small,Tier 2,Supermarket Type1,6911.004,perishable
403,NCX41,19.0,Non-Edible,0.017719277,211.0244,OUT046,1997,Small,Tier 1,Supermarket Type1,3811.0392,Others
404,FDU45,12.987879554655919,Regular,0.035334201,115.3518,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.036,non
